seed,pin_set,star-class,tidally-locked,day-length-hours,year-std-days,year-local-days,obliquity-degrees,obliquity-range,moons-admitted,refused-a-moon,total-tide,months-per-year-innermost,neighbor-count,brightest-neighbor-class,belief-kind,genesis-note-count,plate-count,ocean-fraction,mountain-coverage,band-count,habitable-fraction,unrest-coverage,dominant-land-biome,mean-land-temperature-c,settlement-count,mean-population,flagship-subsistence,flagship-biome,flagship-coastal,flagship-structure-size,endorheic-coverage,pantheon-size,cult-form,pantheon-verticality,head-deity-periodicity,goblin-flagship-roles,kobold-flagship-roles,goblin-flagship-population,kobold-flagship-population,goblin-flagship-surplus,kobold-flagship-surplus,goblin-flagship-coastal,kobold-flagship-coastal,goblin-settlement-count,kobold-settlement-count,head-deity-domain-goblin,head-deity-domain-kobold,pantheon-size-goblin,pantheon-size-kobold,cult-form-goblin,cult-form-kobold,blind-attribution-correct,phonotactic-validity-goblin,phonotactic-validity-kobold,epithet-honorific-goblin,epithet-honorific-kobold,name-length-goblin,name-length-kobold,name-collision-rate,head-deity-domain-goblin-twin,pantheon-size-goblin-twin,cult-form-goblin-twin,name-length-goblin-twin,pantheon-cyclic-share-goblin,pantheon-cyclic-share-goblin-twin,name-gloss-true,lexicon-regular-goblin,lexicon-regular-kobold,exposure-sound-goblin,exposure-sound-kobold,hue-depth-goblin,hue-depth-kobold,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,lexicon-regular-family,monophyly-goblinoid,clean-outgroup-kobold,inventory-closure-goblin,inventory-closure-hobgoblin,inventory-closure-bugbear,inventory-closure-kobold,divergence-magnitude-goblin,divergence-magnitude-hobgoblin,divergence-magnitude-bugbear,divergence-real,homophony-count-goblin,homophony-count-hobgoblin,homophony-count-bugbear,homophony-count-kobold,core-homophony-goblin,core-homophony-hobgoblin,core-homophony-bugbear,core-homophony-kobold,homophony-merger-share-goblin,homophony-merger-share-hobgoblin,homophony-merger-share-bugbear,homophony-merger-share-kobold,confusable-homophony-goblin,confusable-homophony-hobgoblin,confusable-homophony-bugbear,confusable-homophony-kobold,tone-count-goblin,tone-count-kobold,distinguishable-capacity-goblin,distinguishable-capacity-bugbear,distinguishable-capacity-kobold,refusal
256,default,yellow-white dwarf (F),false,21.222906,696.01183,787.08748,3.4777366,0.71291291,2,false,0.3015008,16.330295,5,blue-giant,cyclic,0,27,0.72188858,0.42327949,3,0.1155217,0.023411943,tropical-seasonal-forest,18.206561,61,256.11475,farming,temperate-forest,true,3,0.17661517,8,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",402,345,0.405,0.06,true,false,35,24,solar,lunar,8,6,organized,folk,true,true,true,true,false,10.607843,12.972222,0.21348315,,,,,0.875,,true,true,true,true,true,4,2,6.1065769,3.6853425,0.035178946,9,0.19680478,0.66769562,20,true,true,true,true,true,true,true,4,2,6,true,4,1,5,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1710,84,68,
257,default,yellow-white dwarf (F),false,20.424907,705.10137,828.51946,16.434336,0.34329201,3,false,6.7718916,54.187785,5,red-dwarf,cyclic,0,39,0.51559982,0.50745893,3,0.10673307,0.015282457,ice,-22.936827,68,342.13235,farming,temperate-rainforest,true,5,0.2799113,11,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",401,506,0.72,0.72,true,true,56,10,solar,lunar,11,9,organized,organized,true,true,true,true,false,12.192308,15.5,0.29090909,,,,,1,,true,true,true,true,true,4,2,6.8865947,3.0092446,0.057052878,7,0.26242314,0.68707332,36,true,true,true,true,true,true,true,0,1,3,true,0,1,4,2,0,0,0,0,,1,1,1,0,0,0,0,1,1,1512,136,156,
258,default,yellow dwarf (G),false,33.526342,283.9441,203.26281,12.073252,0.37550678,3,false,5.5529361,47.714605,4,sun-like,ambient,0,10,0.70321273,0.46557539,3,0.18158293,0.0123285,tropical-seasonal-forest,18.643272,80,294.0125,farming,temperate-forest,true,2,0.25088426,11,folk,flat,cyclic,"farmer,chief","digger,warden,shaper,keeper,elders",344,324,0.36,0.63,true,true,34,44,solar,lunar,11,10,folk,organized,true,true,true,true,false,9,14.109375,0.28688525,,,,,1,,true,true,true,true,true,4,2,6.1853892,3.7984162,0.037888775,8,0.30336432,0.69219276,27,true,true,true,true,true,true,true,2,5,7,true,5,2,17,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,432,96,30,
259,default,yellow-white dwarf (F),false,20.346186,836.56638,986.79884,8.6167375,1.207148,1,false,0.8600868,22.134595,4,blue-giant,cyclic,0,29,0.60680631,0.53955048,3,0.11891509,0.028343343,ice,-18.733315,64,333.125,farming,temperate-rainforest,true,5,0.23003849,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",436,484,0.765,0.81,true,true,44,18,solar,lunar,4,5,organized,organized,true,true,true,true,false,8.75,14.392857,0.11111111,,,,,1,,true,true,true,true,true,4,2,6.1874289,3.6098769,0.043747864,7,0.32304731,0.73964263,34,true,true,true,true,true,true,true,4,3,5,true,0,4,4,0,0,0,0,0,,1,1,,0,0,0,0,1,1,30,224,32,
260,default,yellow-white dwarf (F),false,36.14282,718.10299,476.84359,26.078902,0.073452087,2,false,7.5452367,50.906024,3,sun-like,cyclic,0,18,0.58432205,0.48017854,3,0.21351497,0.0074459255,ice,-4.0857728,91,325.63736,farming,temperate-rainforest,true,5,0.32260527,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",408,515,0.675,0.72,true,true,60,29,solar,lunar,8,7,organized,organized,true,true,true,true,false,11.671053,17.162791,0.16528926,,,,,1,,true,true,true,true,true,4,2,6.1185357,3.3180923,0.049655779,7,0.34744817,0.78618394,21,true,true,true,true,true,true,true,3,1,6,true,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,360,26,80,
261,default,yellow dwarf (G),false,17.605343,599.43184,817.15897,18.382146,0.83984519,2,false,2.3380231,21.918128,2,sun-like,ambient,0,14,0.60058103,0.48334454,5,0.047214491,0.011474049,ice,-27.740227,43,280.76744,farming,taiga,true,4,0.24485056,8,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",300,271,0.78582001,0.81,true,true,34,7,solar,lunar,8,6,organized,organized,true,true,true,true,false,14.3,10.736842,0.30136986,,,,,1,,true,true,true,true,true,4,2,7.5188621,2.9941026,0.061764562,8,0.41580588,0.71163169,39,true,true,true,true,true,true,true,4,2,7,true,0,0,2,14,0,0,0,0,,,1,1,0,0,0,0,1,1,144,22,48,
262,default,orange dwarf (K),false,33.408362,289.01489,207.62339,21.705698,0.16968442,1,false,1.4562604,8.1145459,4,orange-giant,cyclic,0,35,0.66688638,0.48098204,3,0.14977296,0.029100142,ice,-11.184252,77,333.22078,farming,temperate-rainforest,true,5,0.23539758,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",421,456,0.72,0.81,true,true,60,15,solar,lunar,5,4,organized,organized,true,true,true,true,false,8.5142857,17.217391,0.13541667,,,,,1,,true,true,true,true,true,4,2,7.3592348,3.4707226,0.04465114,9,0.35331623,0.61496021,37,true,true,true,true,true,true,true,4,2,2,true,2,1,4,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,162,40,8,
263,default,orange dwarf (K),false,26.277153,218.50514,199.5697,5.4486296,0.036392046,2,false,2.1677202,19.415576,3,red-giant,cyclic,0,20,0.67274547,0.48317792,3,0.20572726,0.018480543,temperate-forest,-0.43203953,88,322.82955,farming,temperate-rainforest,true,5,0.23006341,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",495,516,0.675,0.72,true,true,57,29,solar,lunar,7,6,organized,organized,true,true,true,true,false,9.3098592,22.536585,0.16666667,,,,,1,,true,true,true,true,true,4,2,6.5820987,3.0175316,0.048093355,9,0.21618799,0.75313461,29,true,true,true,true,true,true,true,1,1,4,true,0,0,10,2,0,0,0,0,,,1,1,0,0,0,0,1,1,144,180,160,
264,default,yellow dwarf (G),false,20.166061,310.55228,369.59398,23.102314,0.65685722,2,false,6.4409327,13.167217,2,orange-giant,cyclic,0,33,0.74530052,0.491709,3,0.14125287,0.030735804,alpine,3.5411048,68,294.89706,farming,temperate-forest,true,3,0.17818461,9,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",341,381,0.585,0.585,true,true,43,23,solar,lunar,9,7,organized,organized,true,true,true,true,false,8.6065574,12.027027,0.30392157,,,,,1,,true,true,true,true,true,4,2,6.4374653,3.1434168,0.035740442,9,0.21355315,0.69770948,27,true,true,true,true,true,true,true,1,2,3,true,2,0,1,8,0,0,0,0,1,,1,1,0,0,0,0,1,1,231,80,4,
265,default,orange dwarf (K),false,19.9098,205.60076,247.83865,26.605603,0.1632899,1,false,6.4278069,12.005002,4,red-giant,cyclic,0,14,0.54555442,0.53070105,5,0.16893706,0.0051511157,ice,-8.7512215,85,325.05882,farming,temperate-forest,true,5,0.30008058,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,elders",374,347,0.63,0.38070812,true,false,63,20,solar,lunar,5,5,organized,folk,true,true,true,true,false,12.410959,14.433333,0.095238095,,,,,1,,true,true,true,true,true,4,2,6.1780721,3.2203682,0.044602314,6,0.75954875,0.52064283,25,true,true,true,true,true,true,true,4,3,5,true,8,5,5,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,135,40,50,
266,default,yellow dwarf (G),true,,473.65149,,12.55541,1.9434804,1,false,0.036114457,6.3826779,5,blue-giant,eternal,0,23,0.52846541,0.53445509,locked,0.13737122,0.028611884,ice,-24.471855,42,305.02381,farming,temperate-rainforest,true,5,0.33647424,3,organized,ranked,eternal,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",478,533,0.71316767,0.71624098,true,true,15,25,solar,solar,3,2,organized,organized,false,true,true,true,false,11.619048,13.758621,0.038461538,,,,,0.66666667,,true,true,true,true,true,4,2,5.9733732,3.3355277,0.049118695,8,0.29557339,0.65042468,21,true,true,true,true,true,true,true,4,3,4,true,0,2,7,4,0,0,0,0,,1,1,1,0,0,0,0,1,1,216,56,128,
267,default,yellow dwarf (G),false,21.658321,472.82379,523.94508,30.453136,1.7647519,0,false,-0,,5,red-dwarf,ambient,0,23,0.57243299,0.50468197,3,0.070357893,0.024876715,ice,-27.262123,58,299.15517,farming,taiga,true,5,0.281432,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",301,354,0.765,0.72,true,true,48,8,solar,solar,2,2,organized,organized,false,true,true,true,false,10.384615,13.75,0.03030303,,,,,1,,true,true,true,true,true,4,2,6.6448439,3.3460846,0.04728773,7,0.23929428,0.7521287,26,true,true,true,true,true,true,true,2,1,3,true,0,0,11,5,0,0,0,0,,,1,1,0,0,0,0,1,1,36,48,42,
268,default,yellow-white dwarf (F),false,36.411422,704.18069,464.14931,11.787187,0.75933041,2,false,4.5753262,48.007529,5,sun-like,cyclic,0,17,0.59577169,0.4942022,3,0.22506225,0.0069332552,alpine,5.1843168,96,312.22917,farming,temperate-forest,true,5,0.23813262,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",355,341,0.63,0.63,true,true,60,34,solar,lunar,7,6,organized,organized,true,true,true,true,false,12.310811,14.782609,0.17213115,,,,,1,,true,true,true,true,true,4,2,7.2059993,3.0567377,0.051315854,6,0.27002053,0.71136807,30,true,true,true,true,true,true,true,4,2,5,true,4,3,13,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,2142,72,20,
269,default,yellow-white dwarf (F),false,19.849347,563.65229,681.51638,31.688013,3.4668478,1,false,0.10283579,6.9939146,3,blue-giant,ambient,0,39,0.66092964,0.43494852,5,0.10905229,0.026732093,ice,-12.82632,66,318.62121,farming,temperate-rainforest,true,5,0.27172583,6,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",566,341,0.765,0.72,true,true,47,17,solar,lunar,6,5,organized,organized,true,true,true,true,false,11.322034,24.148148,0.14942529,,,,,0.83333333,,true,true,true,true,true,4,2,6.7912687,3.5267536,0.045237049,8,0.27388581,0.69358092,35,true,true,true,true,true,true,true,2,2,2,true,12,0,22,0,0,0,0,0,1,,1,,0,0,0,0,1,1,189,44,10,
270,default,yellow dwarf (G),false,31.305238,381.14753,292.20479,15.089806,0.68881355,0,false,-0,,2,orange-giant,cyclic,0,15,0.70570285,0.44446288,3,0.15736536,0.025316147,tropical-seasonal-forest,15.62966,69,294.86957,farming,temperate-forest,true,3,0.14234757,1,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",316,429,0.495,0.06,true,false,38,29,solar,solar,1,1,organized,folk,false,true,true,true,false,10.325,15.870968,0.027027027,,,,,1,,true,true,true,true,true,4,2,5.456502,3.9317203,0.035911332,8,0.22737453,0.71294696,22,true,true,true,true,true,true,true,4,2,4,true,7,5,11,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,450,180,320,
271,default,yellow-white dwarf (F),false,29.543471,980.58918,796.59361,14.724622,4.5705923,1,false,0.086619201,12.15752,4,blue-giant,cyclic,0,33,0.65580294,0.43882545,3,0.043064304,0.022264538,ice,-28.607332,47,278.89362,farming,taiga,true,5,0.17916164,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",388,408,0.765,0.765,true,true,39,6,solar,lunar,4,4,organized,organized,true,true,true,true,false,8.6382979,12,0.140625,,,,,1,,true,true,true,true,true,4,2,7.3427638,3.2344351,0.046579757,10,0.16965742,0.82366362,31,true,true,true,true,true,true,true,2,0,3,true,0,0,4,0,0,0,0,0,,,1,,0,0,0,0,1,1,252,48,40,
272,default,orange dwarf (K),false,19.30101,129.29792,160.77656,3.5255888,0.57000357,2,false,7.3656213,19.203201,2,red-dwarf,cyclic,0,35,0.64457302,0.54626005,5,0.19625507,0.017528441,alpine,7.90327,88,306.05682,farming,temperate-rainforest,true,5,0.23538705,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",523,529,0.72,0.675,true,true,50,36,solar,lunar,8,7,organized,organized,true,true,true,true,false,8.469697,13.8,0.19491525,,,,,1,,true,true,true,true,true,4,2,6.3562449,3.5000074,0.038987354,6,0.27405728,0.81440917,32,true,true,true,true,true,true,true,2,3,5,true,0,0,3,14,0,0,0,0,,,1,1,0,0,0,0,1,1,168,120,30,
273,default,orange dwarf (K),false,36.327713,195.69178,129.28429,22.723165,0.80485923,1,false,4.337085,19.403738,5,blue-giant,cyclic,0,34,0.73338704,0.48081678,3,0.057736439,0.038572335,ice,-21.605743,50,325.64,farming,temperate-rainforest,true,5,0.21829503,6,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",434,392,0.72,0.72,true,true,38,10,solar,lunar,6,6,organized,organized,true,true,true,true,false,13.22,10.636364,0.2,,,,,0.83333333,,true,true,true,true,true,4,2,6.9454584,3.4258075,0.037620233,8,0.24356744,0.759819,37,true,true,true,true,true,true,true,2,5,7,true,2,2,9,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,1728,240,10,
274,default,yellow-white dwarf (F),false,30.161712,447.48408,356.06792,11.116717,0.013686899,2,true,3.609287,16.603153,5,red-giant,ambient,1,40,0.59206093,0.48438061,3,0.23243494,0.014257116,alpine,4.1941387,97,312.53608,farming,temperate-forest,true,5,0.26822262,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",486,312,0.63,0.63,true,true,50,45,solar,lunar,8,8,organized,organized,true,true,true,true,false,5.4848485,16.885246,0.23255814,,,,,1,,true,true,true,true,true,4,2,7.0663481,3.2970879,0.048825741,7,0.65266308,0.79826547,27,true,true,true,true,true,true,true,1,2,2,true,0,0,5,0,0,0,0,0,,,1,,0,0,0,0,1,1,84,40,20,
275,default,yellow dwarf (G),false,28.833364,363.57454,302.6282,20.947647,1.2579853,1,false,2.5259282,21.787241,5,sun-like,ambient,0,30,0.71891021,0.37476116,3,0.13014501,0.033763,ice,-8.6299223,67,336.40299,farming,temperate-rainforest,true,5,0.24509293,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",347,541,0.72,0.765,true,true,52,13,solar,lunar,5,4,organized,organized,true,true,true,true,false,11.16129,14.47619,0.18604651,,,,,1,,true,true,true,true,true,4,2,6.2081311,3.4918819,0.040793907,8,0.26454751,0.74112755,26,true,true,true,true,true,true,true,5,2,4,true,3,2,0,0,0,0,0,0,1,1,,,0,0,0,0,1,1,36,12,96,
276,default,yellow-white dwarf (F),false,17.328637,680.58539,942.6044,25.715516,0.15426786,1,false,0.97032923,17.2753,4,blue-giant,cyclic,0,30,0.66796055,0.46695096,5,0.18839412,0.033982716,alpine,9.5345664,93,302.96774,farming,temperate-rainforest,true,5,0.21902801,6,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",342,388,0.675,0.72,true,true,56,35,solar,lunar,6,6,organized,organized,true,true,true,true,false,10.705882,13.744681,0.15384615,,,,,0.83333333,,true,true,true,true,true,4,2,7.6566135,3.0248584,0.052023827,12,0.20174987,0.66632,43,true,true,true,true,true,true,true,5,3,6,true,0,0,0,3,0,0,0,0,,,,1,0,0,0,0,1,1,468,616,16,
277,default,yellow-white dwarf (F),false,37.105628,530.81119,343.32982,6.6910463,3.9565568,0,false,-0,,2,red-dwarf,cyclic,0,37,0.54137982,0.49483658,3,0.20226063,0.040330062,ice,-8.8443988,102,320.63725,farming,temperate-rainforest,true,5,0.20424784,1,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",357,537,0.72,0.72,true,true,71,29,solar,solar,1,1,organized,organized,false,true,true,true,false,12.465753,16.83871,0,,,,,1,,true,true,true,true,true,4,2,8.201366,2.7962892,0.066647136,10,0.2175024,0.77023266,42,true,true,true,true,true,true,true,7,5,5,true,14,4,0,13,0,0,0,0,1,1,,1,0,0,0,0,1,1,360,56,140,
278,default,orange dwarf (K),false,33.584828,159.76314,114.16808,31.464114,0.39169974,2,false,7.7004104,15.891976,2,red-dwarf,cyclic,0,30,0.56625653,0.51348005,3,0.14906499,0.047385382,ice,-12.9984,87,340.93103,farming,temperate-rainforest,true,5,0.23341025,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",447,466,0.72,0.765,true,true,69,16,solar,lunar,9,8,organized,organized,true,true,true,true,false,8.8045977,13.4375,0.19008264,,,,,1,,true,true,true,true,true,4,2,7.3848118,3.0783899,0.056125189,8,0.35898013,0.69607929,45,true,true,true,true,true,true,true,1,2,1,true,0,8,8,0,0,0,0,0,,1,1,,0,0,0,0,1,1,30,20,48,
279,default,yellow dwarf (G),false,25.131053,262.10722,250.31077,15.866567,0.71295346,2,false,5.6785493,20.609789,4,red-giant,ambient,0,33,0.51618573,0.55333535,3,0.28021093,0.0082271373,alpine,16.644647,107,293,farming,temperate-forest,true,3,0.24533253,8,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",320,287,0.44585591,0.059986222,true,false,52,53,solar,lunar,8,8,organized,folk,true,true,true,true,false,10.147059,19.42029,0.17857143,,,,,1,,true,true,true,true,true,4,2,6.7188766,3.2989156,0.051340267,7,0.52729842,0.7531696,24,true,true,true,true,true,true,true,2,2,8,true,0,0,6,2,0,0,0,0,,,1,1,0,0,0,0,1,1,150,10,60,
280,default,yellow dwarf (G),false,32.841753,448.88174,328.03248,11.816146,3.1714225,2,false,0.43398839,18.786283,4,sun-like,cyclic,0,16,0.51755285,0.51533246,3,0.09899419,0.0066158879,ice,-24.374933,66,331.45455,farming,temperate-rainforest,true,5,0.23459164,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",376,474,0.72,0.72,true,true,55,9,solar,lunar,7,5,organized,organized,true,true,true,true,false,8.1594203,7.4210526,0.22222222,,,,,1,,true,true,true,true,true,4,2,6.830632,3.2553657,0.053488599,7,0.69031475,0.79189859,26,true,true,true,true,true,true,true,1,1,2,true,0,0,23,0,0,0,0,0,,,1,,0,0,0,0,1,1,132,56,84,
281,default,yellow-white dwarf (F),false,31.577453,526.07919,399.83911,12.470204,0.37287503,3,false,4.4509774,67.105017,4,red-dwarf,ambient,0,39,0.54094038,0.49739417,3,0.29517602,0.021556565,ice,3.2400546,110,310.84545,farming,temperate-forest,true,3,0.35455222,11,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",514,423,0.585,0.765,true,true,62,46,solar,lunar,11,9,organized,organized,true,true,true,true,false,7.3928571,18.375,0.22516556,,,,,1,,true,true,true,true,true,4,2,7.298174,3.0053367,0.06191104,9,0.20128696,0.60182483,33,true,true,true,true,true,true,true,3,2,4,true,0,1,7,0,0,0,0,0,,1,1,,0,0,0,0,1,1,24,100,120,
282,default,yellow-white dwarf (F),true,,606.22052,,19.350962,0.57147016,1,false,0.3459875,10.87268,2,sun-like,ambient,0,17,0.67206191,0.40594059,locked,0.057370246,0.012206435,ice,-20.896309,17,350.23529,farming,temperate-rainforest,true,5,0.19310653,3,organized,ranked,eternal,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",396,515,0.72666831,0.72300342,true,true,8,7,solar,solar,3,2,organized,organized,false,true,true,true,false,12.642857,9.4545455,0.22222222,,,,,0.66666667,,true,true,true,true,true,4,2,5.9309135,3.7291756,0.04465114,9,0.15983027,0.71096023,15,true,true,true,true,true,true,true,1,1,4,true,1,0,3,0,0,0,0,0,1,,1,,0,0,0,0,1,1,81,40,52,
283,default,yellow-white dwarf (F),false,22.484245,474.52073,506.5101,20.914195,0.11879863,3,false,7.149141,27.61105,4,blue-giant,cyclic,0,38,0.51193789,0.51765706,3,0.24818124,0.030906694,alpine,5.4481006,102,305.2451,farming,temperate-forest,true,3,0.31717687,12,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",358,428,0.585,0.585,true,true,53,47,solar,lunar,12,9,organized,organized,true,true,true,true,false,10.194805,15.507692,0.23287671,,,,,1,,true,true,true,true,true,4,2,8.0720597,2.5864422,0.069332552,7,0.34408764,0.69783548,51,true,true,true,true,true,true,true,3,4,5,true,21,0,13,0,0,0,0,0,1,,1,,0,0,0,0,1,1,63,28,168,
284,default,yellow-white dwarf (F),false,37.042224,421.1588,272.87269,22.770838,0.34411352,0,false,-0,,2,blue-giant,ambient,0,23,0.72120502,0.43949212,3,0.17357551,0.016527513,tropical-seasonal-forest,17.082404,74,288.22973,farming,temperate-forest,true,2,0.16795096,2,folk,flat,cyclic,"farmer,chief","digger,shaper,keeper,elders",275,323,0.36,0.54,true,false,38,34,solar,solar,2,2,folk,organized,false,true,true,true,false,11.714286,26.894737,0.072289157,,,,,1,,true,true,true,true,true,4,2,6.3680909,3.7364079,0.036253113,9,0.26690018,0.69486035,23,true,true,true,true,true,true,true,4,2,7,true,0,0,13,0,0,0,0,0,,,1,,0,0,0,0,1,1,168,40,16,
285,default,orange dwarf (K),false,29.042851,309.3132,255.60564,17.476888,1.5360621,2,true,2.0393768,25.712444,5,orange-giant,cyclic,1,31,0.70174796,0.51502005,3,0.058835018,0.021654216,ice,-22.946568,44,347.61364,farming,temperate-rainforest,true,5,0.18597037,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",521,477,0.72,0.765,true,true,40,2,solar,lunar,9,7,organized,organized,true,true,true,true,false,15.965517,6.75,0.33766234,,,,,1,,true,true,true,true,true,4,2,6.4167608,3.3487689,0.037571408,8,0.27895555,0.69486117,26,true,true,true,true,true,true,true,2,2,4,true,0,0,21,0,0,0,0,0,,,1,,0,0,0,0,1,1,198,90,16,
286,default,yellow-white dwarf (F),false,22.411633,655.29876,701.74137,14.653057,0.59528652,2,false,3.7955413,48.371162,2,blue-giant,cyclic,0,34,0.51711342,0.52148635,3,0.16756994,0.027635369,ice,-14.278253,81,344.96296,farming,temperate-rainforest,true,5,0.27148635,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",425,561,0.765,0.72,true,true,57,22,solar,lunar,8,7,organized,organized,true,true,true,true,false,12.643836,8.9722222,0.1981982,,,,,0.875,,true,true,true,true,true,4,2,6.7103106,3.1587428,0.052097066,5,0.68114257,0.69844074,30,true,true,true,true,true,true,true,1,2,2,true,0,2,20,30,0,0,0,0,,1,1,1,0,0,0,0,1,1,1260,36,16,
287,default,yellow dwarf (G),false,22.897654,459.37033,481.48548,26.298078,1.028875,2,false,0.9158065,22.312727,2,orange-giant,cyclic,0,21,0.6968898,0.47777062,3,0.1644451,0.014183878,alpine,-2.871576,70,337.17143,farming,temperate-rainforest,true,5,0.2320393,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,elders",482,465,0.675,0.1068255,true,false,46,22,solar,lunar,8,6,organized,folk,true,true,true,true,false,8.3870968,17.970588,0.2020202,,,,,1,,true,true,true,true,true,4,2,5.7216243,3.6161209,0.036350764,6,0.70280284,0.75825911,16,true,true,true,true,true,true,true,1,1,3,true,4,0,8,3,0,0,0,0,1,,1,1,0,0,0,0,1,1,72,20,108,
288,default,yellow-white dwarf (F),false,22.62625,638.76796,677.55069,0.027552577,3.7357085,1,false,0.097367603,7.6158507,4,red-dwarf,cyclic,0,17,0.62846052,0.50377817,3,0.065084713,0.0079341829,ice,-25.922793,56,328.57143,farming,temperate-rainforest,true,5,0.23253827,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",388,392,0.75625611,0.765,true,true,49,5,solar,lunar,4,3,organized,organized,true,true,true,true,false,11.333333,12,0.085714286,,,,,1,,true,true,true,true,true,4,2,6.1665269,3.4027688,0.039841805,10,0.29909981,0.62711207,19,true,true,true,true,true,true,true,2,3,4,true,5,1,2,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,351,504,144,
289,default,yellow-white dwarf (F),false,30.907155,577.72342,448.61334,4.1944679,0.68343821,2,false,2.5070543,28.469914,5,sun-like,ambient,0,21,0.58063571,0.53725696,3,0.23372882,0.022435428,alpine,0.41252717,100,316.76,farming,temperate-forest,true,3,0.33123763,7,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",513,446,0.585,0.63,true,true,59,39,solar,lunar,7,6,organized,organized,true,true,true,true,false,18.356164,17.784314,0.14285714,,,,,1,,true,true,true,true,true,4,2,6.8899228,2.9608585,0.050461403,6,0.46897194,0.65045187,39,true,true,true,true,true,true,true,4,0,5,true,6,0,7,2,0,0,0,0,1,,1,1,0,0,0,0,1,1,504,60,64,
